id_cliente,nombre,apellidos,dni,email,telefono,fecha_registro
308,José,Ramírez,20400307,cliento307@gmail.com,907000307,2025-05-24 18:25:47.477213
309,Juan,Ramírez,20400308,cliento308@gmail.com,907000308,2025-04-22 22:27:26.028912
310,Carlos,Salazar,20400309,cliento309@gmail.com,907000309,2025-08-03 02:03:52.8934
311,María,Salazar,20400310,cliento310@gmail.com,907000310,2024-11-30 15:19:09.45896
312,Luis,Flores,20400311,cliento311@gmail.com,907000311,2025-04-09 15:26:10.912779
313,Luis,Ramírez,20400312,cliento312@gmail.com,907000312,2025-02-24 17:00:02.285288
314,María,Salazar,20400313,cliento313@gmail.com,907000313,2025-05-09 16:58:09.003942
315,María,Torres,20400314,cliento314@gmail.com,907000314,2025-04-29 17:26:41.531128
316,Juan,Ramírez,20400315,cliento315@gmail.com,907000315,2025-04-03 01:41:09.840709
317,Diana,Flores,20400316,cliento316@gmail.com,907000316,2025-02-18 12:55:18.729611
318,Juan,Flores,20400317,cliento317@gmail.com,907000317,2025-07-04 05:21:52.746184
319,Luis,Cruz,20400318,cliento318@gmail.com,907000318,2025-02-20 02:41:31.444049
320,José,Cruz,20400319,cliento319@gmail.com,907000319,2025-04-30 23:31:37.381479
321,Carlos,García,20400320,cliento320@gmail.com,907000320,2024-12-09 22:51:36.637387
322,Pedro,Salazar,20400321,cliento321@gmail.com,907000321,2025-02-07 10:29:16.298562
323,Juan,Cruz,20400322,cliento322@gmail.com,907000322,2025-05-21 05:24:55.64582
324,Juan,Ramírez,20400323,cliento323@gmail.com,907000323,2025-08-21 11:29:27.529731
325,Diana,García,20400324,cliento324@gmail.com,907000324,2025-06-26 06:37:28.99571
326,Ana,Fernández,20400325,cliento325@gmail.com,907000325,2024-09-20 16:01:27.094455
327,Carlos,Salazar,20400326,cliento326@gmail.com,907000326,2025-07-04 21:51:12.823834
328,José,Ramírez,20400327,cliento327@gmail.com,907000327,2025-08-02 19:42:42.678124
329,Ana,Gómez,20400328,cliento328@gmail.com,907000328,2025-07-18 01:39:35.887615
330,Diana,García,20400329,cliento329@gmail.com,907000329,2025-02-03 21:34:43.98228
331,José,Pérez,20400330,cliento330@gmail.com,907000330,2025-02-16 19:45:53.763142
332,Luis,Ramírez,20400331,cliento331@gmail.com,907000331,2025-07-10 19:23:41.43408
333,Lucía,Salazar,20400332,cliento332@gmail.com,907000332,2024-09-12 07:45:35.987958
334,Pedro,Torres,20400333,cliento333@gmail.com,907000333,2025-06-28 12:02:34.060591
335,Pedro,Pérez,20400334,cliento334@gmail.com,907000334,2025-02-19 05:45:40.700007
336,Luis,Ramírez,20400335,cliento335@gmail.com,907000335,2024-09-08 03:48:26.627044
337,Juan,García,20400336,cliento336@gmail.com,907000336,2025-01-11 04:13:56.398131
338,Diana,Pérez,20400337,cliento337@gmail.com,907000337,2025-03-05 06:12:04.688646
339,María,Cruz,20400338,cliento338@gmail.com,907000338,2024-11-14 21:35:24.385452
340,Ana,Flores,20400339,cliento339@gmail.com,907000339,2024-09-14 14:49:20.298239
341,Luis,Flores,20400340,cliento340@gmail.com,907000340,2025-09-06 04:54:27.924957
342,Juan,Salazar,20400341,cliento341@gmail.com,907000341,2025-04-30 14:56:18.621895
343,Lucía,Flores,20400342,cliento342@gmail.com,907000342,2025-04-22 13:00:37.739854
344,Juan,Flores,20400343,cliento343@gmail.com,907000343,2025-05-06 16:40:08.870485
345,Lucía,Pérez,20400344,cliento344@gmail.com,907000344,2025-09-01 05:51:05.854344
346,Juan,Gómez,20400345,cliento345@gmail.com,907000345,2025-02-07 15:46:20.087803
347,Rosa,Flores,20400346,cliento346@gmail.com,907000346,2025-06-15 04:51:44.505423
348,Pedro,García,20400347,cliento347@gmail.com,907000347,2024-11-25 02:44:32.554401
349,Luis,Cruz,20400348,cliento348@gmail.com,907000348,2025-03-28 07:59:08.263048
350,Ana,Ramírez,20400349,cliento349@gmail.com,907000349,2025-07-09 05:46:39.295683
351,Carlos,Flores,20400350,cliento350@gmail.com,907000350,2025-07-21 06:39:26.064985
352,Pedro,Fernández,20400351,cliento351@gmail.com,907000351,2024-12-24 16:36:26.087416
353,José,Ramírez,20400352,cliento352@gmail.com,907000352,2025-07-28 07:50:56.139399
354,Diana,Torres,20400353,cliento353@gmail.com,907000353,2025-03-08 03:54:34.146227
355,Diana,Salazar,20400354,cliento354@gmail.com,907000354,2024-12-05 03:42:01.101478
356,José,Cruz,20400355,cliento355@gmail.com,907000355,2024-10-21 12:53:00.308024
357,Rosa,Flores,20400356,cliento356@gmail.com,907000356,2025-08-12 19:58:00.551466
358,José,Rojas,20400357,cliento357@gmail.com,907000357,2025-07-02 03:35:40.687578
359,Carlos,Gómez,20400358,cliento358@gmail.com,907000358,2025-03-17 10:32:33.403681
360,Diana,Torres,20400359,cliento359@gmail.com,907000359,2025-02-11 23:45:17.318596
361,José,García,20400360,cliento360@gmail.com,907000360,2025-02-12 08:30:42.730025
362,Juan,Gómez,20400361,cliento361@gmail.com,907000361,2025-04-05 18:34:02.048192
363,Rosa,Gómez,20400362,cliento362@gmail.com,907000362,2025-08-25 21:02:21.817612
364,Diana,Pérez,20400363,cliento363@gmail.com,907000363,2024-10-24 22:48:19.955623
365,Pedro,Ramírez,20400364,cliento364@gmail.com,907000364,2025-08-21 20:56:54.936347
366,Carlos,García,20400365,cliento365@gmail.com,907000365,2025-03-21 07:38:15.16422
367,Luis,Rojas,20400366,cliento366@gmail.com,907000366,2025-07-27 08:40:58.923471
368,Diana,Cruz,20400367,cliento367@gmail.com,907000367,2024-12-10 13:31:08.017929
369,María,Flores,20400368,cliento368@gmail.com,907000368,2025-06-19 03:23:21.054299
370,Rosa,Cruz,20400369,cliento369@gmail.com,907000369,2025-04-20 04:09:07.741449
371,Pedro,Gómez,20400370,cliento370@gmail.com,907000370,2024-09-29 22:20:41.300531
372,José,García,20400371,cliento371@gmail.com,907000371,2025-05-15 10:44:13.983493
373,Ana,Cruz,20400372,cliento372@gmail.com,907000372,2025-06-10 09:36:36.113025
374,Lucía,García,20400373,cliento373@gmail.com,907000373,2025-04-15 14:15:46.225165
375,Juan,Torres,20400374,cliento374@gmail.com,907000374,2025-07-16 10:47:30.780849
376,Juan,Salazar,20400375,cliento375@gmail.com,907000375,2025-05-26 06:06:13.101788
377,Carlos,Rojas,20400376,cliento376@gmail.com,907000376,2025-01-17 16:18:29.994566
378,Juan,García,20400377,cliento377@gmail.com,907000377,2024-12-11 06:52:57.04226
379,Pedro,Ramírez,20400378,cliento378@gmail.com,907000378,2025-01-13 00:59:44.420617
380,Ana,Cruz,20400379,cliento379@gmail.com,907000379,2024-10-11 07:51:55.681746
381,Luis,Torres,20400380,cliento380@gmail.com,907000380,2025-02-28 21:03:41.258574
382,Lucía,Gómez,20400381,cliento381@gmail.com,907000381,2025-02-23 00:48:04.921103
383,Lucía,Pérez,20400382,cliento382@gmail.com,907000382,2025-01-20 12:18:23.294289
384,Diana,García,20400383,cliento383@gmail.com,907000383,2025-05-06 19:21:02.197496
385,Lucía,Flores,20400384,cliento384@gmail.com,907000384,2025-02-09 15:53:32.947615
386,José,Gómez,20400385,cliento385@gmail.com,907000385,2025-08-12 03:31:11.366934
387,Pedro,Torres,20400386,cliento386@gmail.com,907000386,2025-02-09 19:11:32.107611
388,Lucía,García,20400387,cliento387@gmail.com,907000387,2025-03-09 09:03:18.412328
389,Carlos,Ramírez,20400388,cliento388@gmail.com,907000388,2024-12-10 05:49:55.090806
390,María,Cruz,20400389,cliento389@gmail.com,907000389,2025-04-08 20:56:07.778349
391,José,Cruz,20400390,cliento390@gmail.com,907000390,2025-04-26 11:41:25.599109
392,Rosa,Gómez,20400391,cliento391@gmail.com,907000391,2024-11-08 02:51:02.071695
393,Juan,Torres,20400392,cliento392@gmail.com,907000392,2025-06-12 06:14:38.44377
394,Carlos,Ramírez,20400393,cliento393@gmail.com,907000393,2025-08-17 06:29:05.774323
395,Luis,Cruz,20400394,cliento394@gmail.com,907000394,2025-05-11 23:54:11.499059
396,Rosa,Ramírez,20400395,cliento395@gmail.com,907000395,2024-09-11 23:22:43.993285
397,Carlos,Flores,20400396,cliento396@gmail.com,907000396,2024-12-10 03:06:58.454374
398,Diana,Rojas,20400397,cliento397@gmail.com,907000397,2025-04-24 11:09:37.341961
399,María,García,20400398,cliento398@gmail.com,907000398,2024-12-07 00:40:26.493792
400,Pedro,Salazar,20400399,cliento399@gmail.com,907000399,2024-11-23 10:09:55.684916
401,Diana,Torres,20400400,cliento400@gmail.com,907000400,2025-03-05 02:49:28.814025
402,José,Fernández,20400401,cliento401@gmail.com,907000401,2025-05-27 20:55:51.191578
403,José,Rojas,20400402,cliento402@gmail.com,907000402,2025-05-12 19:43:25.238105
404,Rosa,Torres,20400403,cliento403@gmail.com,907000403,2025-06-24 17:28:08.99402
405,Carlos,Cruz,20400404,cliento404@gmail.com,907000404,2024-11-15 09:33:30.251261
406,Pedro,Torres,20400405,cliento405@gmail.com,907000405,2025-04-10 00:26:55.334954
407,Diana,Fernández,20400406,cliento406@gmail.com,907000406,2025-06-26 21:00:54.68146
408,Diana,Cruz,20400407,cliento407@gmail.com,907000407,2025-05-13 21:27:45.446251
409,Pedro,Gómez,20400408,cliento408@gmail.com,907000408,2025-07-13 07:23:13.225432
410,Lucía,Torres,20400409,cliento409@gmail.com,907000409,2024-09-16 01:13:43.980334
411,Rosa,Salazar,20400410,cliento410@gmail.com,907000410,2024-12-17 12:39:51.305717
412,Carlos,Fernández,20400411,cliento411@gmail.com,907000411,2025-01-26 00:02:14.339283
413,José,Cruz,20400412,cliento412@gmail.com,907000412,2025-07-05 12:02:55.907543
414,Pedro,Rojas,20400413,cliento413@gmail.com,907000413,2025-01-20 12:52:40.612683
415,José,Ramírez,20400414,cliento414@gmail.com,907000414,2025-07-15 08:04:04.743988
416,Ana,Cruz,20400415,cliento415@gmail.com,907000415,2024-10-12 03:23:24.47681
417,Juan,Cruz,20400416,cliento416@gmail.com,907000416,2025-06-15 01:05:55.489294
418,Rosa,Fernández,20400417,cliento417@gmail.com,907000417,2024-11-13 08:16:26.261471
419,Juan,Rojas,20400418,cliento418@gmail.com,907000418,2024-09-10 00:22:51.465241
420,Carlos,Gómez,20400419,cliento419@gmail.com,907000419,2025-03-25 13:42:38.08506
421,José,Rojas,20400420,cliento420@gmail.com,907000420,2025-01-04 19:14:01.897351
422,José,Rojas,20400421,cliento421@gmail.com,907000421,2025-08-07 00:58:53.019361
423,Juan,Gómez,20400422,cliento422@gmail.com,907000422,2025-08-31 23:46:10.805358
424,Rosa,Rojas,20400423,cliento423@gmail.com,907000423,2025-05-31 07:47:40.618754
425,Pedro,Fernández,20400424,cliento424@gmail.com,907000424,2025-02-21 06:09:10.722726
426,Rosa,Flores,20400425,cliento425@gmail.com,907000425,2024-09-18 00:28:21.904869
427,Diana,Rojas,20400426,cliento426@gmail.com,907000426,2025-07-19 03:05:20.724221
428,José,Torres,20400427,cliento427@gmail.com,907000427,2025-01-15 05:06:06.602755
429,María,Cruz,20400428,cliento428@gmail.com,907000428,2025-09-04 22:38:55.949873
430,Luis,García,20400429,cliento429@gmail.com,907000429,2024-12-17 00:06:47.462869
431,Juan,García,20400430,cliento430@gmail.com,907000430,2025-04-16 12:08:27.211678
432,Lucía,Ramírez,20400431,cliento431@gmail.com,907000431,2025-02-10 04:41:48.238068
433,Lucía,García,20400432,cliento432@gmail.com,907000432,2025-08-07 15:42:48.525407
434,Juan,Gómez,20400433,cliento433@gmail.com,907000433,2025-06-10 07:07:39.366186
435,Diana,Flores,20400434,cliento434@gmail.com,907000434,2025-01-20 07:43:32.83148
436,Lucía,Torres,20400435,cliento435@gmail.com,907000435,2025-05-26 03:04:58.000415
437,Rosa,Flores,20400436,cliento436@gmail.com,907000436,2025-08-22 06:17:20.726185
438,Luis,Fernández,20400437,cliento437@gmail.com,907000437,2025-04-19 23:51:03.72544
439,Juan,Gómez,20400438,cliento438@gmail.com,907000438,2025-01-11 05:23:33.224064
440,Ana,Pérez,20400439,cliento439@gmail.com,907000439,2025-03-03 06:13:32.416057
441,María,Torres,20400440,cliento440@gmail.com,907000440,2024-12-24 08:38:12.919293
442,Diana,Salazar,20400441,cliento441@gmail.com,907000441,2025-03-28 15:45:28.669352
443,Diana,Flores,20400442,cliento442@gmail.com,907000442,2024-12-11 20:06:48.852833
444,Carlos,Salazar,20400443,cliento443@gmail.com,907000443,2025-04-11 23:41:52.492413
445,Juan,Salazar,20400444,cliento444@gmail.com,907000444,2024-10-29 04:00:06.901819
446,Pedro,Salazar,20400445,cliento445@gmail.com,907000445,2025-04-02 10:55:22.520725
447,Luis,Torres,20400446,cliento446@gmail.com,907000446,2024-09-26 06:54:42.762585
448,Diana,Pérez,20400447,cliento447@gmail.com,907000447,2025-01-31 23:44:57.931574
449,Lucía,Fernández,20400448,cliento448@gmail.com,907000448,2024-12-21 12:12:10.893486
450,Pedro,Cruz,20400449,cliento449@gmail.com,907000449,2024-11-13 18:58:57.611297
451,Pedro,Ramírez,20400450,cliento450@gmail.com,907000450,2025-05-09 19:39:27.183508
452,María,Rojas,20400451,cliento451@gmail.com,907000451,2025-07-08 14:44:27.205889
453,Carlos,Gómez,20400452,cliento452@gmail.com,907000452,2025-03-14 15:18:30.880785
454,José,Salazar,20400453,cliento453@gmail.com,907000453,2025-05-06 16:12:55.464721
455,Ana,Flores,20400454,cliento454@gmail.com,907000454,2025-05-06 01:57:06.816484
456,Pedro,Rojas,20400455,cliento455@gmail.com,907000455,2024-09-19 14:29:10.341059
457,Diana,Gómez,20400456,cliento456@gmail.com,907000456,2024-11-03 19:23:50.760093
458,Rosa,García,20400457,cliento457@gmail.com,907000457,2025-05-07 00:43:49.413827
459,Rosa,Torres,20400458,cliento458@gmail.com,907000458,2025-07-09 18:10:05.087792
460,Rosa,García,20400459,cliento459@gmail.com,907000459,2024-10-14 04:36:26.780442
461,Lucía,García,20400460,cliento460@gmail.com,907000460,2025-04-08 00:10:56.259277
462,Diana,Cruz,20400461,cliento461@gmail.com,907000461,2025-08-08 08:08:04.09083
463,Lucía,Ramírez,20400462,cliento462@gmail.com,907000462,2024-12-11 10:12:50.853712
464,Carlos,Salazar,20400463,cliento463@gmail.com,907000463,2025-04-08 02:39:36.55496
465,Juan,Flores,20400464,cliento464@gmail.com,907000464,2025-04-29 19:39:57.455085
466,Rosa,Ramírez,20400465,cliento465@gmail.com,907000465,2024-12-17 08:43:07.31973
467,Diana,Rojas,20400466,cliento466@gmail.com,907000466,2025-04-06 13:54:08.803761
468,Diana,Gómez,20400467,cliento467@gmail.com,907000467,2024-11-23 20:52:22.965096
469,Lucía,Rojas,20400468,cliento468@gmail.com,907000468,2025-03-15 06:29:29.461303
470,Juan,Ramírez,20400469,cliento469@gmail.com,907000469,2025-06-25 03:46:32.548526
471,María,Cruz,20400470,cliento470@gmail.com,907000470,2025-01-03 08:56:39.426439
472,Pedro,Salazar,20400471,cliento471@gmail.com,907000471,2024-10-23 08:26:30.113234
473,Lucía,Flores,20400472,cliento472@gmail.com,907000472,2024-12-10 10:58:51.303359
474,José,García,20400473,cliento473@gmail.com,907000473,2024-12-31 21:57:03.435926
475,Lucía,Pérez,20400474,cliento474@gmail.com,907000474,2024-12-12 11:08:31.121299
476,Diana,Pérez,20400475,cliento475@gmail.com,907000475,2025-03-15 10:00:24.3634
477,Pedro,Rojas,20400476,cliento476@gmail.com,907000476,2025-01-13 20:04:21.964085
478,Lucía,Rojas,20400477,cliento477@gmail.com,907000477,2025-03-02 10:41:31.585338
479,Pedro,Pérez,20400478,cliento478@gmail.com,907000478,2025-05-23 23:42:39.002914
480,María,Gómez,20400479,cliento479@gmail.com,907000479,2025-08-08 05:40:22.872468
481,Juan,Salazar,20400480,cliento480@gmail.com,907000480,2025-06-05 22:01:51.51736
482,Carlos,Cruz,20400481,cliento481@gmail.com,907000481,2025-02-23 04:26:47.740062
483,Luis,Fernández,20400482,cliento482@gmail.com,907000482,2025-07-10 12:59:51.210966
484,Lucía,Ramírez,20400483,cliento483@gmail.com,907000483,2025-05-16 17:01:27.280939
485,Rosa,Torres,20400484,cliento484@gmail.com,907000484,2025-03-17 05:22:15.840532
486,José,Gómez,20400485,cliento485@gmail.com,907000485,2025-02-03 03:29:44.020246
487,Rosa,Ramírez,20400486,cliento486@gmail.com,907000486,2025-05-18 19:17:25.608498
488,Rosa,Ramírez,20400487,cliento487@gmail.com,907000487,2025-07-02 05:39:24.968504
489,Diana,Salazar,20400488,cliento488@gmail.com,907000488,2025-01-23 22:48:30.030352
490,Luis,Ramírez,20400489,cliento489@gmail.com,907000489,2025-08-22 17:04:41.284924
491,Luis,Rojas,20400490,cliento490@gmail.com,907000490,2025-04-15 13:56:36.735888
492,Pedro,Cruz,20400491,cliento491@gmail.com,907000491,2024-10-14 16:04:56.166989
493,Lucía,Torres,20400492,cliento492@gmail.com,907000492,2025-05-17 11:05:46.773477
494,Luis,Flores,20400493,cliento493@gmail.com,907000493,2025-08-05 06:34:02.560124
495,José,Rojas,20400494,cliento494@gmail.com,907000494,2025-06-14 15:29:54.388063
496,Diana,Ramírez,20400495,cliento495@gmail.com,907000495,2025-02-16 00:17:41.442303
497,Diana,Cruz,20400496,cliento496@gmail.com,907000496,2025-04-18 08:38:14.577328
498,María,Fernández,20400497,cliento497@gmail.com,907000497,2025-03-31 03:53:11.065028
499,Diana,Cruz,20400498,cliento498@gmail.com,907000498,2025-01-10 09:20:06.872272
500,Luis,Torres,20400499,cliento499@gmail.com,907000499,2025-01-01 18:02:10.421173
501,Carlos,Cruz,20400500,cliento500@gmail.com,907000500,2025-07-12 12:05:29.654666
502,María,Rojas,20400501,cliento501@gmail.com,907000501,2024-12-23 13:45:38.947702
503,Rosa,Gómez,20400502,cliento502@gmail.com,907000502,2024-11-08 07:19:18.010338
504,Pedro,Cruz,20400503,cliento503@gmail.com,907000503,2025-09-02 11:41:31.817077
505,María,Rojas,20400504,cliento504@gmail.com,907000504,2024-12-03 05:24:03.80544
506,Ana,Salazar,20400505,cliento505@gmail.com,907000505,2025-05-08 09:42:35.058101
507,Carlos,Pérez,20400506,cliento506@gmail.com,907000506,2025-08-04 06:23:57.928711
508,María,García,20400507,cliento507@gmail.com,907000507,2024-10-15 05:27:48.288776
509,Rosa,Rojas,20400508,cliento508@gmail.com,907000508,2024-12-10 07:26:37.639526
510,Rosa,Cruz,20400509,cliento509@gmail.com,907000509,2025-08-07 21:26:26.495048
511,José,García,20400510,cliento510@gmail.com,907000510,2025-03-28 23:04:47.783825
512,Luis,Gómez,20400511,cliento511@gmail.com,907000511,2025-02-09 02:52:44.415543
513,Diana,Gómez,20400512,cliento512@gmail.com,907000512,2024-11-21 14:47:46.891739
514,José,Flores,20400513,cliento513@gmail.com,907000513,2024-12-09 19:23:50.006593
515,José,Torres,20400514,cliento514@gmail.com,907000514,2024-11-20 07:37:45.869319
516,José,Fernández,20400515,cliento515@gmail.com,907000515,2025-03-09 00:24:05.861005
517,Pedro,Pérez,20400516,cliento516@gmail.com,907000516,2024-09-30 13:59:08.087244
518,Lucía,Pérez,20400517,cliento517@gmail.com,907000517,2025-08-16 01:50:16.822107
519,Diana,García,20400518,cliento518@gmail.com,907000518,2024-11-12 23:24:42.625654
520,Lucía,Rojas,20400519,cliento519@gmail.com,907000519,2024-10-17 01:22:43.171887
521,Carlos,Fernández,20400520,cliento520@gmail.com,907000520,2024-09-10 04:27:20.479426
522,María,Flores,20400521,cliento521@gmail.com,907000521,2025-04-19 09:18:52.993724
523,Juan,Pérez,20400522,cliento522@gmail.com,907000522,2025-02-05 06:33:14.92899
524,Lucía,Salazar,20400523,cliento523@gmail.com,907000523,2024-12-14 20:30:42.992682
525,Diana,Pérez,20400524,cliento524@gmail.com,907000524,2025-06-30 05:29:24.557669
526,Lucía,Cruz,20400525,cliento525@gmail.com,907000525,2024-11-28 17:58:15.485581
527,José,García,20400526,cliento526@gmail.com,907000526,2025-08-12 02:26:15.774779
528,María,Fernández,20400527,cliento527@gmail.com,907000527,2025-03-17 07:03:20.743622
529,Juan,Cruz,20400528,cliento528@gmail.com,907000528,2025-01-31 06:48:37.333419
530,José,Salazar,20400529,cliento529@gmail.com,907000529,2024-09-24 13:01:05.101999
531,Luis,Ramírez,20400530,cliento530@gmail.com,907000530,2025-04-06 00:20:17.473515
532,Carlos,Salazar,20400531,cliento531@gmail.com,907000531,2025-03-05 10:16:24.118281
533,Juan,Fernández,20400532,cliento532@gmail.com,907000532,2024-09-29 07:46:32.606348
534,Diana,Cruz,20400533,cliento533@gmail.com,907000533,2024-12-25 12:58:19.747308
535,Ana,Flores,20400534,cliento534@gmail.com,907000534,2024-10-02 09:22:37.96454
536,Luis,Fernández,20400535,cliento535@gmail.com,907000535,2025-06-19 13:52:21.968431
537,Pedro,Fernández,20400536,cliento536@gmail.com,907000536,2025-01-10 01:16:57.722983
538,Pedro,Rojas,20400537,cliento537@gmail.com,907000537,2024-10-02 23:08:57.364563
539,Ana,Fernández,20400538,cliento538@gmail.com,907000538,2024-09-24 00:38:18.29963
540,Luis,Torres,20400539,cliento539@gmail.com,907000539,2025-09-04 00:19:10.739995
541,Rosa,Ramírez,20400540,cliento540@gmail.com,907000540,2025-01-20 21:48:23.484095
542,María,Rojas,20400541,cliento541@gmail.com,907000541,2025-02-24 18:19:16.18515
543,Rosa,Torres,20400542,cliento542@gmail.com,907000542,2025-04-17 15:11:17.257166
544,Carlos,Fernández,20400543,cliento543@gmail.com,907000543,2025-02-19 20:23:25.401917
545,Rosa,Ramírez,20400544,cliento544@gmail.com,907000544,2025-07-23 10:27:56.196973
546,Pedro,Gómez,20400545,cliento545@gmail.com,907000545,2024-10-24 12:34:20.80583
547,Luis,Salazar,20400546,cliento546@gmail.com,907000546,2025-06-07 13:24:03.218412
548,Rosa,Torres,20400547,cliento547@gmail.com,907000547,2025-03-23 13:18:06.625816
549,Carlos,Cruz,20400548,cliento548@gmail.com,907000548,2025-05-06 09:11:41.658037
550,Diana,Salazar,20400549,cliento549@gmail.com,907000549,2024-09-30 12:18:55.065504
551,José,Cruz,20400550,cliento550@gmail.com,907000550,2025-04-04 00:06:50.006862
552,Lucía,Salazar,20400551,cliento551@gmail.com,907000551,2025-07-08 10:06:40.347822
553,Luis,Flores,20400552,cliento552@gmail.com,907000552,2025-06-08 18:29:09.619146
554,Carlos,Gómez,20400553,cliento553@gmail.com,907000553,2025-02-22 20:37:32.950851
555,José,Flores,20400554,cliento554@gmail.com,907000554,2024-10-06 10:46:12.328152
556,Rosa,García,20400555,cliento555@gmail.com,907000555,2025-04-08 06:26:59.14643
557,Lucía,Salazar,20400556,cliento556@gmail.com,907000556,2025-03-17 01:00:39.150217
558,Carlos,Salazar,20400557,cliento557@gmail.com,907000557,2025-01-30 10:03:45.330856
559,Juan,Pérez,20400558,cliento558@gmail.com,907000558,2025-05-23 17:13:11.434321
560,Carlos,Pérez,20400559,cliento559@gmail.com,907000559,2024-09-12 01:10:07.472895
561,María,Gómez,20400560,cliento560@gmail.com,907000560,2024-09-10 03:55:36.414237
562,Rosa,Torres,20400561,cliento561@gmail.com,907000561,2024-12-10 15:54:18.302406
563,Juan,Cruz,20400562,cliento562@gmail.com,907000562,2025-04-23 03:03:50.779798
564,Ana,Fernández,20400563,cliento563@gmail.com,907000563,2025-05-19 23:20:43.614673
565,Diana,Cruz,20400564,cliento564@gmail.com,907000564,2025-06-15 19:40:58.571661
566,Pedro,Flores,20400565,cliento565@gmail.com,907000565,2024-09-28 01:48:54.096148
567,Rosa,Pérez,20400566,cliento566@gmail.com,907000566,2025-06-14 11:24:26.455839
568,José,Pérez,20400567,cliento567@gmail.com,907000567,2025-03-03 13:31:50.318957
569,Ana,Flores,20400568,cliento568@gmail.com,907000568,2024-12-21 12:14:46.431521
570,Pedro,Ramírez,20400569,cliento569@gmail.com,907000569,2025-08-01 22:26:23.393352
571,Carlos,Gómez,20400570,cliento570@gmail.com,907000570,2025-02-03 12:54:25.391347
572,María,Pérez,20400571,cliento571@gmail.com,907000571,2024-10-06 22:05:56.363279
573,Lucía,Flores,20400572,cliento572@gmail.com,907000572,2024-09-16 03:59:14.026985
574,María,Pérez,20400573,cliento573@gmail.com,907000573,2024-10-15 14:09:46.964856
575,María,Gómez,20400574,cliento574@gmail.com,907000574,2025-05-19 09:53:02.718031
576,Ana,García,20400575,cliento575@gmail.com,907000575,2025-06-15 08:12:53.165997
577,Pedro,Pérez,20400576,cliento576@gmail.com,907000576,2024-10-18 21:06:44.929757
578,Juan,Torres,20400577,cliento577@gmail.com,907000577,2024-10-31 02:47:17.444243
579,Rosa,Fernández,20400578,cliento578@gmail.com,907000578,2025-04-02 00:13:31.897992
580,Rosa,Rojas,20400579,cliento579@gmail.com,907000579,2024-11-09 20:35:38.113065
581,María,Rojas,20400580,cliento580@gmail.com,907000580,2025-07-04 09:04:08.790536
582,Lucía,Gómez,20400581,cliento581@gmail.com,907000581,2025-03-20 13:52:50.635871
583,Lucía,Rojas,20400582,cliento582@gmail.com,907000582,2024-09-07 03:46:10.768207
584,Carlos,Torres,20400583,cliento583@gmail.com,907000583,2024-10-08 20:22:42.231119
585,Pedro,García,20400584,cliento584@gmail.com,907000584,2025-01-09 22:23:09.381228
586,Pedro,Cruz,20400585,cliento585@gmail.com,907000585,2024-10-22 03:21:58.249293
587,Carlos,García,20400586,cliento586@gmail.com,907000586,2025-03-01 07:08:41.463706
588,Rosa,Rojas,20400587,cliento587@gmail.com,907000587,2025-04-15 17:40:31.077295
589,Carlos,Salazar,20400588,cliento588@gmail.com,907000588,2025-09-05 05:59:02.229499
590,Juan,Gómez,20400589,cliento589@gmail.com,907000589,2024-10-23 00:11:04.333445
591,Carlos,Ramírez,20400590,cliento590@gmail.com,907000590,2024-09-07 10:24:14.52959
592,Rosa,Torres,20400591,cliento591@gmail.com,907000591,2025-04-30 11:58:12.022512
593,Diana,Pérez,20400592,cliento592@gmail.com,907000592,2025-07-24 04:32:56.391283
594,Pedro,Ramírez,20400593,cliento593@gmail.com,907000593,2025-02-13 17:06:26.124608
595,Ana,Cruz,20400594,cliento594@gmail.com,907000594,2025-06-02 07:17:32.581555
596,Carlos,García,20400595,cliento595@gmail.com,907000595,2025-07-14 06:34:05.910521
597,Pedro,Flores,20400596,cliento596@gmail.com,907000596,2024-09-29 18:22:08.483165
598,José,Fernández,20400597,cliento597@gmail.com,907000597,2025-01-11 12:17:18.442605
599,Rosa,Gómez,20400598,cliento598@gmail.com,907000598,2025-03-25 12:48:25.927902
600,Carlos,Flores,20400599,cliento599@gmail.com,907000599,2025-04-17 10:34:30.998088
601,José,Gómez,20400600,cliento600@gmail.com,907000600,2024-11-21 00:18:26.983292
602,Ana,Ramírez,20400601,cliento601@gmail.com,907000601,2025-04-02 13:57:22.483451
603,Diana,Torres,20400602,cliento602@gmail.com,907000602,2025-07-30 03:30:49.124757
604,Diana,Rojas,20400603,cliento603@gmail.com,907000603,2025-05-09 16:05:25.926156
605,Diana,Flores,20400604,cliento604@gmail.com,907000604,2025-01-16 08:03:39.457227
606,José,Torres,20400605,cliento605@gmail.com,907000605,2025-04-13 23:13:24.975887
607,Rosa,Fernández,20400606,cliento606@gmail.com,907000606,2025-07-04 20:21:00.051065
608,Pedro,Fernández,20400607,cliento607@gmail.com,907000607,2025-05-31 01:39:00.805614
609,Ana,García,20400608,cliento608@gmail.com,907000608,2025-07-09 16:57:09.559889
610,Carlos,Ramírez,20400609,cliento609@gmail.com,907000609,2024-12-27 17:52:06.769725
611,María,Cruz,20400610,cliento610@gmail.com,907000610,2025-06-07 23:50:37.513275
612,Juan,Torres,20400611,cliento611@gmail.com,907000611,2025-05-07 22:44:18.74963
