id_empleado,nombre,apellidos,dni,cargo,id_tienda,fecha_ingreso
2353,Empleado_2353,Apellido_2353,10002353,Vendedor,12,2023-10-08
2354,Empleado_2354,Apellido_2354,10002354,Cajero,2,2024-10-22
2355,Empleado_2355,Apellido_2355,10002355,Vendedor,7,2025-05-29
2356,Empleado_2356,Apellido_2356,10002356,Cajero,13,2023-12-21
2357,Empleado_2357,Apellido_2357,10002357,Vendedor,9,2024-08-12
2358,Empleado_2358,Apellido_2358,10002358,Cajero,13,2024-02-15
2359,Empleado_2359,Apellido_2359,10002359,Vendedor,8,2023-12-11
2360,Empleado_2360,Apellido_2360,10002360,Cajero,8,2024-03-30
2361,Empleado_2361,Apellido_2361,10002361,Vendedor,13,2021-04-20
2362,Empleado_2362,Apellido_2362,10002362,Cajero,8,2024-06-19
2363,Empleado_2363,Apellido_2363,10002363,Vendedor,11,2020-12-20
2364,Empleado_2364,Apellido_2364,10002364,Cajero,10,2021-05-22
2365,Empleado_2365,Apellido_2365,10002365,Vendedor,8,2023-06-19
2366,Empleado_2366,Apellido_2366,10002366,Cajero,11,2022-06-19
2367,Empleado_2367,Apellido_2367,10002367,Vendedor,15,2022-07-11
2368,Empleado_2368,Apellido_2368,10002368,Cajero,7,2020-10-08
2369,Empleado_2369,Apellido_2369,10002369,Vendedor,13,2023-12-16
2370,Empleado_2370,Apellido_2370,10002370,Cajero,4,2022-08-21
2371,Empleado_2371,Apellido_2371,10002371,Vendedor,5,2020-12-04
2372,Empleado_2372,Apellido_2372,10002372,Cajero,7,2025-08-14
2373,Empleado_2373,Apellido_2373,10002373,Vendedor,3,2021-10-18
2374,Empleado_2374,Apellido_2374,10002374,Cajero,5,2025-04-22
2375,Empleado_2375,Apellido_2375,10002375,Vendedor,5,2021-11-02
2376,Empleado_2376,Apellido_2376,10002376,Cajero,4,2025-04-03
2377,Empleado_2377,Apellido_2377,10002377,Vendedor,2,2025-01-03
2378,Empleado_2378,Apellido_2378,10002378,Cajero,5,2024-04-18
2379,Empleado_2379,Apellido_2379,10002379,Vendedor,15,2021-06-20
2380,Empleado_2380,Apellido_2380,10002380,Cajero,2,2023-03-04
2381,Empleado_2381,Apellido_2381,10002381,Vendedor,2,2025-04-29
2382,Empleado_2382,Apellido_2382,10002382,Cajero,9,2025-06-12
2383,Empleado_2383,Apellido_2383,10002383,Vendedor,12,2022-01-02
2384,Empleado_2384,Apellido_2384,10002384,Cajero,5,2022-06-11
2385,Empleado_2385,Apellido_2385,10002385,Vendedor,9,2021-11-20
2386,Empleado_2386,Apellido_2386,10002386,Cajero,13,2025-02-14
2387,Empleado_2387,Apellido_2387,10002387,Vendedor,12,2025-04-14
2388,Empleado_2388,Apellido_2388,10002388,Cajero,10,2021-05-25
2389,Empleado_2389,Apellido_2389,10002389,Vendedor,7,2021-06-27
2390,Empleado_2390,Apellido_2390,10002390,Cajero,7,2022-08-22
2391,Empleado_2391,Apellido_2391,10002391,Vendedor,4,2024-08-07
2392,Empleado_2392,Apellido_2392,10002392,Cajero,5,2022-10-15
2393,Empleado_2393,Apellido_2393,10002393,Vendedor,5,2022-11-14
2394,Empleado_2394,Apellido_2394,10002394,Cajero,15,2024-11-27
2395,Empleado_2395,Apellido_2395,10002395,Vendedor,10,2025-02-18
2396,Empleado_2396,Apellido_2396,10002396,Cajero,4,2024-06-14
2397,Empleado_2397,Apellido_2397,10002397,Vendedor,7,2020-10-03
2398,Empleado_2398,Apellido_2398,10002398,Cajero,4,2023-10-14
2399,Empleado_2399,Apellido_2399,10002399,Vendedor,6,2022-11-13
2400,Empleado_2400,Apellido_2400,10002400,Cajero,9,2022-02-24
2401,Empleado_2401,Apellido_2401,10002401,Vendedor,4,2025-03-20
2402,Empleado_2402,Apellido_2402,10002402,Cajero,3,2022-02-21
2403,Empleado_2403,Apellido_2403,10002403,Vendedor,12,2024-10-20
2404,Empleado_2404,Apellido_2404,10002404,Cajero,12,2023-08-06
2405,Empleado_2405,Apellido_2405,10002405,Vendedor,4,2024-08-02
2406,Empleado_2406,Apellido_2406,10002406,Cajero,13,2021-11-13
2407,Empleado_2407,Apellido_2407,10002407,Vendedor,8,2021-01-21
2408,Empleado_2408,Apellido_2408,10002408,Cajero,9,2024-08-18
2409,Empleado_2409,Apellido_2409,10002409,Vendedor,5,2023-03-27
2410,Empleado_2410,Apellido_2410,10002410,Cajero,6,2024-09-17
2411,Empleado_2411,Apellido_2411,10002411,Vendedor,7,2022-02-11
2412,Empleado_2412,Apellido_2412,10002412,Cajero,8,2025-06-13
2413,Empleado_2413,Apellido_2413,10002413,Vendedor,10,2022-05-30
2414,Empleado_2414,Apellido_2414,10002414,Cajero,2,2024-02-09
2415,Empleado_2415,Apellido_2415,10002415,Vendedor,1,2020-09-27
2416,Empleado_2416,Apellido_2416,10002416,Cajero,4,2025-04-14
2417,Empleado_2417,Apellido_2417,10002417,Vendedor,4,2021-02-15
2418,Empleado_2418,Apellido_2418,10002418,Cajero,2,2022-02-20
2419,Empleado_2419,Apellido_2419,10002419,Vendedor,13,2021-01-23
2420,Empleado_2420,Apellido_2420,10002420,Cajero,3,2023-12-21
2421,Empleado_2421,Apellido_2421,10002421,Vendedor,6,2024-03-11
2422,Empleado_2422,Apellido_2422,10002422,Cajero,13,2021-12-01
2423,Empleado_2423,Apellido_2423,10002423,Vendedor,7,2022-12-14
2424,Empleado_2424,Apellido_2424,10002424,Cajero,13,2023-07-10
2425,Empleado_2425,Apellido_2425,10002425,Vendedor,3,2022-05-07
2426,Empleado_2426,Apellido_2426,10002426,Cajero,14,2022-03-09
2427,Empleado_2427,Apellido_2427,10002427,Vendedor,12,2024-08-29
2428,Empleado_2428,Apellido_2428,10002428,Cajero,11,2021-04-26
2429,Empleado_2429,Apellido_2429,10002429,Vendedor,14,2023-11-14
2430,Empleado_2430,Apellido_2430,10002430,Cajero,8,2024-05-20
2431,Empleado_2431,Apellido_2431,10002431,Vendedor,8,2023-08-05
2432,Empleado_2432,Apellido_2432,10002432,Cajero,14,2024-09-04
2433,Empleado_2433,Apellido_2433,10002433,Vendedor,14,2021-10-27
2434,Empleado_2434,Apellido_2434,10002434,Cajero,7,2023-07-08
2435,Empleado_2435,Apellido_2435,10002435,Vendedor,13,2025-04-20
2436,Empleado_2436,Apellido_2436,10002436,Cajero,10,2022-04-26
2437,Empleado_2437,Apellido_2437,10002437,Vendedor,14,2023-12-22
2438,Empleado_2438,Apellido_2438,10002438,Cajero,15,2023-06-13
2439,Empleado_2439,Apellido_2439,10002439,Vendedor,7,2021-11-20
2440,Empleado_2440,Apellido_2440,10002440,Cajero,12,2022-01-17
2441,Empleado_2441,Apellido_2441,10002441,Vendedor,4,2023-10-22
2442,Empleado_2442,Apellido_2442,10002442,Cajero,15,2025-03-19
2443,Empleado_2443,Apellido_2443,10002443,Vendedor,2,2021-04-26
2444,Empleado_2444,Apellido_2444,10002444,Cajero,14,2021-05-04
2445,Empleado_2445,Apellido_2445,10002445,Vendedor,13,2023-02-06
2446,Empleado_2446,Apellido_2446,10002446,Cajero,12,2025-01-30
2447,Empleado_2447,Apellido_2447,10002447,Vendedor,7,2022-02-15
2448,Empleado_2448,Apellido_2448,10002448,Cajero,15,2023-11-13
2449,Empleado_2449,Apellido_2449,10002449,Vendedor,3,2022-09-11
2450,Empleado_2450,Apellido_2450,10002450,Cajero,14,2022-06-23
2451,Empleado_2451,Apellido_2451,10002451,Vendedor,12,2021-07-24
2452,Empleado_2452,Apellido_2452,10002452,Cajero,8,2024-03-28
2453,Empleado_2453,Apellido_2453,10002453,Vendedor,9,2022-02-12
2454,Empleado_2454,Apellido_2454,10002454,Cajero,4,2024-09-03
2455,Empleado_2455,Apellido_2455,10002455,Vendedor,11,2023-08-04
2456,Empleado_2456,Apellido_2456,10002456,Cajero,6,2024-05-03
2457,Empleado_2457,Apellido_2457,10002457,Vendedor,10,2023-06-18
2458,Empleado_2458,Apellido_2458,10002458,Cajero,8,2023-12-25
2459,Empleado_2459,Apellido_2459,10002459,Vendedor,15,2021-02-08
2460,Empleado_2460,Apellido_2460,10002460,Cajero,10,2025-06-18
2461,Empleado_2461,Apellido_2461,10002461,Vendedor,13,2024-02-19
2462,Empleado_2462,Apellido_2462,10002462,Cajero,2,2025-04-17
2463,Empleado_2463,Apellido_2463,10002463,Vendedor,7,2021-05-07
2464,Empleado_2464,Apellido_2464,10002464,Cajero,12,2022-02-26
2465,Empleado_2465,Apellido_2465,10002465,Vendedor,11,2021-05-14
2466,Empleado_2466,Apellido_2466,10002466,Cajero,6,2024-02-23
2467,Empleado_2467,Apellido_2467,10002467,Vendedor,7,2023-11-21
2468,Empleado_2468,Apellido_2468,10002468,Cajero,12,2023-05-15
2469,Empleado_2469,Apellido_2469,10002469,Vendedor,6,2022-03-28
2470,Empleado_2470,Apellido_2470,10002470,Cajero,13,2023-07-13
2471,Empleado_2471,Apellido_2471,10002471,Vendedor,13,2024-08-28
2472,Empleado_2472,Apellido_2472,10002472,Cajero,14,2021-12-24
2473,Empleado_2473,Apellido_2473,10002473,Vendedor,11,2024-05-07
2474,Empleado_2474,Apellido_2474,10002474,Cajero,2,2021-05-19
2475,Empleado_2475,Apellido_2475,10002475,Vendedor,2,2021-07-15
2476,Empleado_2476,Apellido_2476,10002476,Cajero,8,2023-02-04
2477,Empleado_2477,Apellido_2477,10002477,Vendedor,4,2021-03-13
2478,Empleado_2478,Apellido_2478,10002478,Cajero,8,2024-03-13
2479,Empleado_2479,Apellido_2479,10002479,Vendedor,12,2022-06-25
2480,Empleado_2480,Apellido_2480,10002480,Cajero,2,2022-09-10
2481,Empleado_2481,Apellido_2481,10002481,Vendedor,13,2021-10-25
2482,Empleado_2482,Apellido_2482,10002482,Cajero,1,2023-05-25
2483,Empleado_2483,Apellido_2483,10002483,Vendedor,7,2022-12-15
2484,Empleado_2484,Apellido_2484,10002484,Cajero,8,2025-06-03
2485,Empleado_2485,Apellido_2485,10002485,Vendedor,5,2024-04-21
2486,Empleado_2486,Apellido_2486,10002486,Cajero,11,2022-09-17
2487,Empleado_2487,Apellido_2487,10002487,Vendedor,7,2023-08-04
2488,Empleado_2488,Apellido_2488,10002488,Cajero,14,2025-06-29
2489,Empleado_2489,Apellido_2489,10002489,Vendedor,13,2021-12-31
2490,Empleado_2490,Apellido_2490,10002490,Cajero,7,2025-05-16
2491,Empleado_2491,Apellido_2491,10002491,Vendedor,11,2022-06-26
2492,Empleado_2492,Apellido_2492,10002492,Cajero,13,2024-01-10
2493,Empleado_2493,Apellido_2493,10002493,Vendedor,4,2023-08-23
2494,Empleado_2494,Apellido_2494,10002494,Cajero,7,2025-05-25
2495,Empleado_2495,Apellido_2495,10002495,Vendedor,7,2022-07-24
2496,Empleado_2496,Apellido_2496,10002496,Cajero,2,2025-07-15
2497,Empleado_2497,Apellido_2497,10002497,Vendedor,4,2024-01-27
2498,Empleado_2498,Apellido_2498,10002498,Cajero,15,2023-08-15
2499,Empleado_2499,Apellido_2499,10002499,Vendedor,6,2022-12-22
2500,Empleado_2500,Apellido_2500,10002500,Cajero,2,2025-07-27
2501,Empleado_2501,Apellido_2501,10002501,Vendedor,8,2022-03-06
2502,Empleado_2502,Apellido_2502,10002502,Cajero,5,2022-10-09
2503,Empleado_2503,Apellido_2503,10002503,Vendedor,7,2022-12-21
2504,Empleado_2504,Apellido_2504,10002504,Cajero,12,2024-04-04
2505,Empleado_2505,Apellido_2505,10002505,Vendedor,4,2025-02-07
2506,Empleado_2506,Apellido_2506,10002506,Cajero,8,2025-05-11
2507,Empleado_2507,Apellido_2507,10002507,Vendedor,14,2021-04-02
2508,Empleado_2508,Apellido_2508,10002508,Cajero,14,2022-08-03
2509,Empleado_2509,Apellido_2509,10002509,Vendedor,13,2020-10-28
2510,Empleado_2510,Apellido_2510,10002510,Cajero,4,2023-11-30
2511,Empleado_2511,Apellido_2511,10002511,Vendedor,5,2021-06-15
2512,Empleado_2512,Apellido_2512,10002512,Cajero,8,2021-10-19
2513,Empleado_2513,Apellido_2513,10002513,Vendedor,12,2025-03-19
2514,Empleado_2514,Apellido_2514,10002514,Cajero,3,2024-12-21
2515,Empleado_2515,Apellido_2515,10002515,Vendedor,14,2025-05-03
2516,Empleado_2516,Apellido_2516,10002516,Cajero,4,2025-05-06
2517,Empleado_2517,Apellido_2517,10002517,Vendedor,4,2021-07-08
2518,Empleado_2518,Apellido_2518,10002518,Cajero,10,2023-11-16
2519,Empleado_2519,Apellido_2519,10002519,Vendedor,10,2022-02-24
2520,Empleado_2520,Apellido_2520,10002520,Cajero,6,2021-01-13
2521,Empleado_2521,Apellido_2521,10002521,Vendedor,3,2024-07-27
2522,Empleado_2522,Apellido_2522,10002522,Cajero,4,2022-11-17
2523,Empleado_2523,Apellido_2523,10002523,Vendedor,12,2022-02-26
2524,Empleado_2524,Apellido_2524,10002524,Cajero,4,2023-05-19
2525,Empleado_2525,Apellido_2525,10002525,Vendedor,1,2021-11-14
2526,Empleado_2526,Apellido_2526,10002526,Cajero,7,2025-04-25
2527,Empleado_2527,Apellido_2527,10002527,Vendedor,4,2021-10-05
2528,Empleado_2528,Apellido_2528,10002528,Cajero,14,2022-04-29
2529,Empleado_2529,Apellido_2529,10002529,Vendedor,5,2020-11-13
2530,Empleado_2530,Apellido_2530,10002530,Cajero,2,2024-09-14
2531,Empleado_2531,Apellido_2531,10002531,Vendedor,5,2020-11-18
2532,Empleado_2532,Apellido_2532,10002532,Cajero,9,2023-01-10
2533,Empleado_2533,Apellido_2533,10002533,Vendedor,2,2021-06-10
2534,Empleado_2534,Apellido_2534,10002534,Cajero,5,2021-01-27
2535,Empleado_2535,Apellido_2535,10002535,Vendedor,12,2021-12-07
2536,Empleado_2536,Apellido_2536,10002536,Cajero,11,2020-11-01
2537,Empleado_2537,Apellido_2537,10002537,Vendedor,4,2022-11-09
2538,Empleado_2538,Apellido_2538,10002538,Cajero,12,2021-05-01
2539,Empleado_2539,Apellido_2539,10002539,Vendedor,9,2023-08-27
2540,Empleado_2540,Apellido_2540,10002540,Cajero,7,2021-06-21
2541,Empleado_2541,Apellido_2541,10002541,Vendedor,10,2022-05-30
2542,Empleado_2542,Apellido_2542,10002542,Cajero,10,2023-06-25
2543,Empleado_2543,Apellido_2543,10002543,Vendedor,2,2024-01-06
2544,Empleado_2544,Apellido_2544,10002544,Cajero,12,2021-01-12
2545,Empleado_2545,Apellido_2545,10002545,Vendedor,6,2020-11-15
2546,Empleado_2546,Apellido_2546,10002546,Cajero,5,2021-02-07
2547,Empleado_2547,Apellido_2547,10002547,Vendedor,8,2024-12-10
2548,Empleado_2548,Apellido_2548,10002548,Cajero,6,2025-01-27
2549,Empleado_2549,Apellido_2549,10002549,Vendedor,13,2023-06-26
2550,Empleado_2550,Apellido_2550,10002550,Cajero,4,2021-10-12
2551,Empleado_2551,Apellido_2551,10002551,Vendedor,2,2023-09-03
2552,Empleado_2552,Apellido_2552,10002552,Cajero,4,2024-10-28
2553,Empleado_2553,Apellido_2553,10002553,Vendedor,9,2020-10-22
2554,Empleado_2554,Apellido_2554,10002554,Cajero,2,2023-04-11
2555,Empleado_2555,Apellido_2555,10002555,Vendedor,6,2023-08-04
2556,Empleado_2556,Apellido_2556,10002556,Cajero,7,2024-03-28
2557,Empleado_2557,Apellido_2557,10002557,Vendedor,6,2025-01-10
2558,Empleado_2558,Apellido_2558,10002558,Cajero,7,2023-07-03
2559,Empleado_2559,Apellido_2559,10002559,Vendedor,3,2024-07-24
2560,Empleado_2560,Apellido_2560,10002560,Cajero,4,2022-06-14
2561,Empleado_2561,Apellido_2561,10002561,Vendedor,12,2021-10-16
2562,Empleado_2562,Apellido_2562,10002562,Cajero,15,2022-11-05
2563,Empleado_2563,Apellido_2563,10002563,Vendedor,11,2022-10-14
2564,Empleado_2564,Apellido_2564,10002564,Cajero,8,2021-10-10
2565,Empleado_2565,Apellido_2565,10002565,Vendedor,10,2023-12-21
2566,Empleado_2566,Apellido_2566,10002566,Cajero,9,2021-10-27
2567,Empleado_2567,Apellido_2567,10002567,Vendedor,5,2021-08-24
2568,Empleado_2568,Apellido_2568,10002568,Cajero,10,2022-10-10
2569,Empleado_2569,Apellido_2569,10002569,Vendedor,7,2023-01-22
2570,Empleado_2570,Apellido_2570,10002570,Cajero,11,2025-04-18
2571,Empleado_2571,Apellido_2571,10002571,Vendedor,14,2023-04-11
2572,Empleado_2572,Apellido_2572,10002572,Cajero,12,2021-05-26
2573,Empleado_2573,Apellido_2573,10002573,Vendedor,5,2023-12-07
2574,Empleado_2574,Apellido_2574,10002574,Cajero,2,2025-05-20
2575,Empleado_2575,Apellido_2575,10002575,Vendedor,14,2023-09-19
2576,Empleado_2576,Apellido_2576,10002576,Cajero,12,2024-05-22
2577,Empleado_2577,Apellido_2577,10002577,Vendedor,12,2020-11-24
2578,Empleado_2578,Apellido_2578,10002578,Cajero,3,2023-09-22
2579,Empleado_2579,Apellido_2579,10002579,Vendedor,8,2025-06-06
2580,Empleado_2580,Apellido_2580,10002580,Cajero,6,2025-01-09
2581,Empleado_2581,Apellido_2581,10002581,Vendedor,7,2021-07-29
2582,Empleado_2582,Apellido_2582,10002582,Cajero,7,2023-04-10
2583,Empleado_2583,Apellido_2583,10002583,Vendedor,6,2022-11-24
2584,Empleado_2584,Apellido_2584,10002584,Cajero,8,2024-06-06
2585,Empleado_2585,Apellido_2585,10002585,Vendedor,11,2021-07-01
2586,Empleado_2586,Apellido_2586,10002586,Cajero,12,2023-06-20
2587,Empleado_2587,Apellido_2587,10002587,Vendedor,2,2022-01-10
2588,Empleado_2588,Apellido_2588,10002588,Cajero,5,2024-01-23
2589,Empleado_2589,Apellido_2589,10002589,Vendedor,13,2023-05-07
2590,Empleado_2590,Apellido_2590,10002590,Cajero,13,2023-01-22
2591,Empleado_2591,Apellido_2591,10002591,Vendedor,5,2025-03-15
2592,Empleado_2592,Apellido_2592,10002592,Cajero,4,2023-06-23
2593,Empleado_2593,Apellido_2593,10002593,Vendedor,3,2024-06-15
2594,Empleado_2594,Apellido_2594,10002594,Cajero,15,2021-01-21
2595,Empleado_2595,Apellido_2595,10002595,Vendedor,7,2022-09-08
2596,Empleado_2596,Apellido_2596,10002596,Cajero,11,2025-04-02
2597,Empleado_2597,Apellido_2597,10002597,Vendedor,4,2024-09-02
2598,Empleado_2598,Apellido_2598,10002598,Cajero,12,2022-01-15
2599,Empleado_2599,Apellido_2599,10002599,Vendedor,7,2021-12-04
2600,Empleado_2600,Apellido_2600,10002600,Cajero,13,2021-02-13
2601,Empleado_2601,Apellido_2601,10002601,Vendedor,12,2022-06-01
2602,Empleado_2602,Apellido_2602,10002602,Cajero,15,2023-06-23
2603,Empleado_2603,Apellido_2603,10002603,Vendedor,5,2020-12-01
2604,Empleado_2604,Apellido_2604,10002604,Cajero,6,2020-12-31
2605,Empleado_2605,Apellido_2605,10002605,Vendedor,3,2025-04-28
2606,Empleado_2606,Apellido_2606,10002606,Cajero,6,2024-08-01
2607,Empleado_2607,Apellido_2607,10002607,Vendedor,4,2022-02-27
2608,Empleado_2608,Apellido_2608,10002608,Cajero,4,2024-02-02
2609,Empleado_2609,Apellido_2609,10002609,Vendedor,5,2023-01-21
2610,Empleado_2610,Apellido_2610,10002610,Cajero,4,2021-08-23
2611,Empleado_2611,Apellido_2611,10002611,Vendedor,6,2024-03-18
2612,Empleado_2612,Apellido_2612,10002612,Cajero,5,2023-04-10
2613,Empleado_2613,Apellido_2613,10002613,Vendedor,13,2023-03-20
2614,Empleado_2614,Apellido_2614,10002614,Cajero,15,2022-07-23
2615,Empleado_2615,Apellido_2615,10002615,Vendedor,3,2025-04-24
2616,Empleado_2616,Apellido_2616,10002616,Cajero,9,2024-06-27
2617,Empleado_2617,Apellido_2617,10002617,Vendedor,12,2025-08-04
2618,Empleado_2618,Apellido_2618,10002618,Cajero,3,2021-02-20
2619,Empleado_2619,Apellido_2619,10002619,Vendedor,3,2021-03-14
2620,Empleado_2620,Apellido_2620,10002620,Cajero,6,2020-12-25
2621,Empleado_2621,Apellido_2621,10002621,Vendedor,10,2025-08-11
2622,Empleado_2622,Apellido_2622,10002622,Cajero,15,2022-12-09
2623,Empleado_2623,Apellido_2623,10002623,Vendedor,2,2020-11-14
2624,Empleado_2624,Apellido_2624,10002624,Cajero,11,2024-02-15
2625,Empleado_2625,Apellido_2625,10002625,Vendedor,10,2021-10-07
2626,Empleado_2626,Apellido_2626,10002626,Cajero,2,2025-05-13
2627,Empleado_2627,Apellido_2627,10002627,Vendedor,13,2024-12-12
2628,Empleado_2628,Apellido_2628,10002628,Cajero,15,2022-12-05
2629,Empleado_2629,Apellido_2629,10002629,Vendedor,9,2024-01-24
2630,Empleado_2630,Apellido_2630,10002630,Cajero,14,2024-09-29
2631,Empleado_2631,Apellido_2631,10002631,Vendedor,3,2022-12-25
2632,Empleado_2632,Apellido_2632,10002632,Cajero,5,2021-10-23
2633,Empleado_2633,Apellido_2633,10002633,Vendedor,8,2020-11-15
2634,Empleado_2634,Apellido_2634,10002634,Cajero,10,2025-01-13
2635,Empleado_2635,Apellido_2635,10002635,Vendedor,9,2022-01-01
2636,Empleado_2636,Apellido_2636,10002636,Cajero,2,2022-12-02
2637,Empleado_2637,Apellido_2637,10002637,Vendedor,6,2025-06-08
2638,Empleado_2638,Apellido_2638,10002638,Cajero,6,2022-05-12
2639,Empleado_2639,Apellido_2639,10002639,Vendedor,11,2025-06-20
2640,Empleado_2640,Apellido_2640,10002640,Cajero,5,2024-05-23
2641,Empleado_2641,Apellido_2641,10002641,Vendedor,5,2022-12-21
2642,Empleado_2642,Apellido_2642,10002642,Cajero,7,2024-06-13
2643,Empleado_2643,Apellido_2643,10002643,Vendedor,2,2025-07-05
2644,Empleado_2644,Apellido_2644,10002644,Cajero,2,2023-03-26
2645,Empleado_2645,Apellido_2645,10002645,Vendedor,8,2024-04-18
2646,Empleado_2646,Apellido_2646,10002646,Cajero,13,2022-06-21
2647,Empleado_2647,Apellido_2647,10002647,Vendedor,13,2025-06-13
2648,Empleado_2648,Apellido_2648,10002648,Cajero,5,2024-03-31
2649,Empleado_2649,Apellido_2649,10002649,Vendedor,3,2024-07-19
2650,Empleado_2650,Apellido_2650,10002650,Cajero,9,2025-01-01
2651,Empleado_2651,Apellido_2651,10002651,Vendedor,13,2022-11-27
2652,Empleado_2652,Apellido_2652,10002652,Cajero,2,2021-09-13
2653,Empleado_2653,Apellido_2653,10002653,Vendedor,12,2022-02-10
2654,Empleado_2654,Apellido_2654,10002654,Cajero,6,2022-10-21
2655,Empleado_2655,Apellido_2655,10002655,Vendedor,5,2023-01-10
2656,Empleado_2656,Apellido_2656,10002656,Cajero,13,2023-05-07
2657,Empleado_2657,Apellido_2657,10002657,Vendedor,3,2021-10-30
2658,Empleado_2658,Apellido_2658,10002658,Cajero,4,2024-06-04
2659,Empleado_2659,Apellido_2659,10002659,Vendedor,9,2021-11-14
2660,Empleado_2660,Apellido_2660,10002660,Cajero,15,2025-01-26
2661,Empleado_2661,Apellido_2661,10002661,Vendedor,9,2021-08-20
2662,Empleado_2662,Apellido_2662,10002662,Cajero,9,2024-11-17
2663,Empleado_2663,Apellido_2663,10002663,Vendedor,11,2021-08-10
2664,Empleado_2664,Apellido_2664,10002664,Cajero,5,2022-07-16
2665,Empleado_2665,Apellido_2665,10002665,Vendedor,2,2023-02-09
2666,Empleado_2666,Apellido_2666,10002666,Cajero,9,2021-12-31
2667,Empleado_2667,Apellido_2667,10002667,Vendedor,9,2023-07-27
2668,Empleado_2668,Apellido_2668,10002668,Cajero,8,2021-02-26
2669,Empleado_2669,Apellido_2669,10002669,Vendedor,11,2024-06-02
2670,Empleado_2670,Apellido_2670,10002670,Cajero,2,2022-04-10
2671,Empleado_2671,Apellido_2671,10002671,Vendedor,1,2024-10-26
2672,Empleado_2672,Apellido_2672,10002672,Cajero,6,2022-04-11
2673,Empleado_2673,Apellido_2673,10002673,Vendedor,6,2022-08-10
2674,Empleado_2674,Apellido_2674,10002674,Cajero,14,2022-11-28
2675,Empleado_2675,Apellido_2675,10002675,Vendedor,2,2025-01-11
2676,Empleado_2676,Apellido_2676,10002676,Cajero,15,2023-06-05
2677,Empleado_2677,Apellido_2677,10002677,Vendedor,11,2021-07-04
2678,Empleado_2678,Apellido_2678,10002678,Cajero,10,2023-12-06
2679,Empleado_2679,Apellido_2679,10002679,Vendedor,14,2022-01-31
2680,Empleado_2680,Apellido_2680,10002680,Cajero,6,2022-05-15
2681,Empleado_2681,Apellido_2681,10002681,Vendedor,12,2021-04-13
2682,Empleado_2682,Apellido_2682,10002682,Cajero,11,2025-06-12
2683,Empleado_2683,Apellido_2683,10002683,Vendedor,9,2024-08-01
2684,Empleado_2684,Apellido_2684,10002684,Cajero,15,2023-01-26
2685,Empleado_2685,Apellido_2685,10002685,Vendedor,13,2022-04-01
2686,Empleado_2686,Apellido_2686,10002686,Cajero,1,2021-07-29
2687,Empleado_2687,Apellido_2687,10002687,Vendedor,7,2024-12-26
2688,Empleado_2688,Apellido_2688,10002688,Cajero,8,2024-02-12
2689,Empleado_2689,Apellido_2689,10002689,Vendedor,10,2021-11-05
2690,Empleado_2690,Apellido_2690,10002690,Cajero,11,2023-11-13
2691,Empleado_2691,Apellido_2691,10002691,Vendedor,4,2025-05-31
2692,Empleado_2692,Apellido_2692,10002692,Cajero,9,2021-04-20
2693,Empleado_2693,Apellido_2693,10002693,Vendedor,4,2023-03-18
2694,Empleado_2694,Apellido_2694,10002694,Cajero,3,2021-11-23
2695,Empleado_2695,Apellido_2695,10002695,Vendedor,1,2022-09-19
2696,Empleado_2696,Apellido_2696,10002696,Cajero,8,2024-02-06
2697,Empleado_2697,Apellido_2697,10002697,Vendedor,9,2024-06-21
2698,Empleado_2698,Apellido_2698,10002698,Cajero,4,2021-11-20
2699,Empleado_2699,Apellido_2699,10002699,Vendedor,9,2023-10-02
2700,Empleado_2700,Apellido_2700,10002700,Cajero,4,2021-12-14
2701,Empleado_2701,Apellido_2701,10002701,Vendedor,14,2022-09-19
2702,Empleado_2702,Apellido_2702,10002702,Cajero,2,2021-08-03
2703,Empleado_2703,Apellido_2703,10002703,Vendedor,10,2025-05-15
2704,Empleado_2704,Apellido_2704,10002704,Cajero,1,2022-03-31
2705,Empleado_2705,Apellido_2705,10002705,Vendedor,8,2022-06-19
2706,Empleado_2706,Apellido_2706,10002706,Cajero,11,2023-02-22
2707,Empleado_2707,Apellido_2707,10002707,Vendedor,1,2023-06-18
2708,Empleado_2708,Apellido_2708,10002708,Cajero,1,2022-08-06
2709,Empleado_2709,Apellido_2709,10002709,Vendedor,3,2022-06-19
2710,Empleado_2710,Apellido_2710,10002710,Cajero,15,2021-02-19
2711,Empleado_2711,Apellido_2711,10002711,Vendedor,14,2023-05-15
2712,Empleado_2712,Apellido_2712,10002712,Cajero,3,2023-06-05
2713,Empleado_2713,Apellido_2713,10002713,Vendedor,1,2021-10-16
2714,Empleado_2714,Apellido_2714,10002714,Cajero,2,2022-08-30
2715,Empleado_2715,Apellido_2715,10002715,Vendedor,7,2021-04-13
2716,Empleado_2716,Apellido_2716,10002716,Cajero,8,2022-06-08
2717,Empleado_2717,Apellido_2717,10002717,Vendedor,14,2023-06-05
2718,Empleado_2718,Apellido_2718,10002718,Cajero,12,2020-11-19
2719,Empleado_2719,Apellido_2719,10002719,Vendedor,11,2025-02-02
2720,Empleado_2720,Apellido_2720,10002720,Cajero,5,2022-08-30
2721,Empleado_2721,Apellido_2721,10002721,Vendedor,13,2024-03-30
2722,Empleado_2722,Apellido_2722,10002722,Cajero,12,2025-05-25
2723,Empleado_2723,Apellido_2723,10002723,Vendedor,5,2025-02-06
2724,Empleado_2724,Apellido_2724,10002724,Cajero,2,2021-12-12
